start_seconds,sensor,frames,mean_alignment_error_deg,p95_alignment_error_deg
702.5,RightLowerLeg,2400,2.025292194503085,3.0036633931275682
712.5,Pelvis,2400,0.4161554743777578,0.601432442832492
712.5,LeftForeArm,2400,0.4049924783348524,1.1886726524987827
712.5,RightForeArm,2400,0.3285010712246204,0.6889988323996575
712.5,LeftLowerLeg,2400,1.4693571646567651,2.0591961157267944
712.5,RightLowerLeg,2400,1.7500639222651122,2.296207428805588
722.5,Pelvis,2400,0.5416564791851349,0.617401841989906
722.5,LeftForeArm,2400,0.17013336561347625,0.18224103936002223
722.5,RightForeArm,2400,0.23815580385064142,0.2638902084209681
722.5,LeftLowerLeg,2400,1.2550910482026325,1.3720670988158818
722.5,RightLowerLeg,2400,1.5810452460375841,1.6820751204570878
732.5,Pelvis,2400,0.6126948192922252,0.7052802056482819
732.5,LeftForeArm,2400,0.16986725472930894,0.193516314526404
732.5,RightForeArm,2400,0.24278242178547543,0.2965191832680461
732.5,LeftLowerLeg,2400,1.2573280330140315,1.3634482843934301
732.5,RightLowerLeg,2400,1.5486548494210828,1.6701985304606046
742.5,Pelvis,2400,0.8601127473285709,1.0121000495611754
742.5,LeftForeArm,2400,0.17110417473374473,0.19179665468971763
742.5,RightForeArm,2400,0.24206277753862898,0.34262070151442114
742.5,LeftLowerLeg,2400,1.180896182760796,1.2640062237917522
742.5,RightLowerLeg,2400,1.5006418373998367,1.5859611500888113
752.5,Pelvis,2400,0.6995217258245819,1.0592392398463386
752.5,LeftForeArm,2400,0.3057864232098334,0.9513925940336664
752.5,RightForeArm,2400,0.4011867985044793,1.1509441274922558
752.5,LeftLowerLeg,2400,1.1827232022247276,1.4789076170094144
752.5,RightLowerLeg,2400,1.471661277146482,2.106273048928595
762.5,Pelvis,2400,0.402036100515432,0.53995524470751
762.5,LeftForeArm,2400,0.5238243773689287,1.738587980170489
762.5,RightForeArm,2400,0.3622091757695851,0.845536306604532
762.5,LeftLowerLeg,2400,1.0905869385710214,1.573519832951749
762.5,RightLowerLeg,2400,1.5194046459083113,1.8810701807995192
772.5,Pelvis,2400,0.700409754650697,1.3001802609790816
772.5,LeftForeArm,2400,0.23762263993203891,0.6131233639364552
772.5,RightForeArm,2400,0.2901771379110239,0.47371776117967374
772.5,LeftLowerLeg,2400,1.0072595497708097,1.2246180936715698
772.5,RightLowerLeg,2400,1.4108732530425303,1.6467096827574834
782.5,Pelvis,2400,1.0865201748684816,1.1628089466988156
782.5,LeftForeArm,2400,0.1706207568834924,0.18892915027388896
782.5,RightForeArm,2400,0.24219544710310004,0.3258084902384228
782.5,LeftLowerLeg,2400,0.926526688558672,1.0410762130244147
782.5,RightLowerLeg,2400,1.2703622808209893,1.3893592104262593
792.5,Pelvis,2400,1.1783155198868134,1.2831744602732569
792.5,LeftForeArm,2400,0.16991342589951344,0.18967585107142731
792.5,RightForeArm,2400,0.2417830454952025,0.2992943788472092
792.5,LeftLowerLeg,2400,0.9862603418877419,1.1209798365670514
792.5,RightLowerLeg,2400,1.2775543534944558,1.329001006101202
802.5,Pelvis,2400,1.2313907903303905,1.2897742005032813
802.5,LeftForeArm,2400,0.1704751048130292,0.1912464826795849
802.5,RightForeArm,2400,0.23630107945419393,0.31236388493921846
802.5,LeftLowerLeg,2400,0.8958376114358786,0.9767554666136872
802.5,RightLowerLeg,2400,1.2685738378064608,1.3651447463729391
812.5,Pelvis,2400,1.1618145850417902,1.2656343920676176
812.5,LeftForeArm,2400,0.2090588339223426,0.3720785125140756
812.5,RightForeArm,2400,0.28453536721337636,0.574434392004214
812.5,LeftLowerLeg,2400,0.9097115508339844,1.0232469707473548
812.5,RightLowerLeg,2400,1.1726340563263469,1.444757156068352
822.5,Pelvis,2400,1.4016001195121597,1.7085901023634131
822.5,LeftForeArm,2400,0.22478842406306104,0.5093856875531793
822.5,RightForeArm,2400,0.3119084863871631,0.5823634255942312
822.5,LeftLowerLeg,2400,0.9232035190210856,1.131069934287935
822.5,RightLowerLeg,2400,1.2143418206776597,1.3599494956683793
832.5,Pelvis,2400,1.4308103493112774,1.5567597079473836
832.5,LeftForeArm,2400,0.17418821449433997,0.19911936036539557
832.5,RightForeArm,2400,0.2546599616414309,0.33105714792727076
832.5,LeftLowerLeg,2400,0.7653477397410337,1.020375824316953
832.5,RightLowerLeg,2400,1.0625827761025721,1.3660407365386016
842.5,Pelvis,2400,1.4889201850981397,1.6105684527296127
842.5,LeftForeArm,2400,0.1691869276407322,0.19834672659455604
